date,SPOSTMIN,Ride
2016-07-26,27.32758620689655,Expedition Everest
2016-07-27,24.29824561403509,Expedition Everest
2016-07-28,23.701923076923077,Expedition Everest
2016-07-29,20.792079207920793,Expedition Everest
2016-07-30,37.55,Expedition Everest
2016-07-31,17.1875,Expedition Everest
2016-08-01,22.899159663865547,Expedition Everest
2016-08-02,25.123966942148762,Expedition Everest
2016-08-03,21.605504587155963,Expedition Everest
2016-08-04,24.148936170212767,Expedition Everest
2016-08-05,18.405172413793103,Expedition Everest
2016-08-06,26.623931623931625,Expedition Everest
2016-08-07,19.45945945945946,Expedition Everest
2016-08-08,21.73913043478261,Expedition Everest
2016-08-09,25.833333333333332,Expedition Everest
2016-08-10,15.853658536585366,Expedition Everest
2016-08-11,23.623853211009173,Expedition Everest
2016-08-12,21.59090909090909,Expedition Everest
2016-08-13,26.2109375,Expedition Everest
2016-08-14,23.0,Expedition Everest
2016-08-15,22.829457364341085,Expedition Everest
2016-08-16,23.3,Expedition Everest
2016-08-17,17.876106194690266,Expedition Everest
2016-08-18,26.978021978021978,Expedition Everest
2016-08-19,20.927419354838708,Expedition Everest
2016-08-20,23.106060606060606,Expedition Everest
2016-08-21,23.78048780487805,Expedition Everest
2016-08-22,19.813432835820894,Expedition Everest
2016-08-23,20.04950495049505,Expedition Everest
2016-08-24,16.237113402061855,Expedition Everest
2016-08-25,21.869158878504674,Expedition Everest
2016-08-26,20.607142857142858,Expedition Everest
2016-08-27,27.5,Expedition Everest
2016-08-28,17.62295081967213,Expedition Everest
2016-08-29,13.3984375,Expedition Everest
2016-08-30,11.176470588235293,Expedition Everest
2016-08-31,8.434782608695652,Expedition Everest
2016-09-01,9.666666666666666,Expedition Everest
2016-09-02,10.219298245614034,Expedition Everest
2016-09-03,23.25581395348837,Expedition Everest
2016-09-04,27.798165137614678,Expedition Everest
2016-09-05,23.868613138686133,Expedition Everest
2016-09-06,6.4646464646464645,Expedition Everest
2016-09-07,8.10126582278481,Expedition Everest
2016-09-08,7.061855670103093,Expedition Everest
2016-09-09,9.53125,Expedition Everest
