date,SACTMIN,WDW_TICKET_SEASON,SEASON,HOLIDAYPX,HOLIDAYM,HOLIDAY,WDWTICKETSEASON,WDWevent,WDWrace,WDWSEASON,WDWMAXTEMP,WDWMINTEMP,WDWMEANTEMP,MKevent,EPevent,HSevent,AKeventN,AKevent,inSession,inSession_Enrollment,inSession_wdw,inSession_dlr,inSession_sqrt_WDW,inSession_sqrt_DLR,inSession_California,inSession_DC,inSession_Central_FL,inSession_Drive1_FL,inSession_Drive2_FL,inSession_Drive_CA,inSession_Florida,inSession_Mardi_Gras,inSession_Midwest,inSession_NY_NJ,inSession_NY_NJ_PA,inSession_New_England,inSession_New_Jersey,inSession_Nothwest,INSESSION_PLANES,inSession_Southwest,SUNSET_WDW,MKEMHMORN,MKEMHEVE,MKHOURSEMH,EPEMHMORN,EPEMHEVE,EPHOURSEMH,HSEMHMORN,HSEMHEVE,HSHOURSEMH,AKEMHMORN,AKEMHEVE,AKHOURSEMH,MKOPEN,MKCLOSE,MKHOURS,MKEMHOPEN,MKEMHCLOSE,EPOPEN,EPCLOSE,EPHOURS,EPEMHOPEN,EPEMHCLOSE,HSOPEN,HSCLOSE,HSHOURS,HSEMHOPEN,HSEMHCLOSE,AKOPEN,AKCLOSE,AKHOURS,AKEMHOPEN,AKEMHCLOSE,MKDAYSBEFORENONEVENT,MKDAYSSINCENONEVENT,MKEVENTSTREAK,MKEVENTSTREAK_F,PARTYSEASON_WDW,WDWMINTEMP_mean,WEATHER_WDWHIGH,WEATHER_WDWLOW,WEATHER_WDWPRECIP,CapacityLost_MK,CapacityLost_EP,CapacityLost_HS,CapacityLost_AK,CapacityLostWGT_MK,CapacityLostWGT_EP,CapacityLostWGT_HS,CapacityLostWGT_AK,EP09CAPACITY,HS20CAPACITY,MKPRDDAY,MKPRDDT1,MKPRDDT2,MKPRDNGT,MKPRDNT1,MKPRDNT2,MKFIREWK,MKFIRET1,MKFIRET2,EPFIREWK,EPFIRET1,EPFIRET2,HSFIREWK,HSFIRET1,HSFIRET2,HSSHWNGT,HSSHWNT1,HSSHWNT2,AKSHWNGT,AKSHWNT1,AKSHWNT2
2015-02-14,34.0,,PRESIDENTS WEEK,0,4,1,,0,0,PRESIDENTS WEEK,63.24,40.49,51.87,0,0,0,,0,85%,92%,98%,74%,95%,83%,72%,91%,100%,93%,93%,82%,100%,96%,95%,100%,100%,83%,100%,100%,94%,100%,18:16,0,1,19.0,0,0,13.0,1,0,13.0,0,0,12.0,8:00,1:00,17.0,,3:00,8:00,21:00,13.0,,,8:00,20:00,12.0,7:00,,8:00,20:00,12.0,,,1,1,0,0,NONE,48.6,73.0,53.4,0.11,365064,325168,233777,210779,35669136,31692832,22782223,20790321,1600,1000,2,12:00,15:00,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,19:00,20:30,0,,
2015-02-15,43.75,,PRESIDENTS WEEK,2,4,0,,0,0,PRESIDENTS WEEK,73.42,48.84,61.13,0,0,0,,0,17%,18%,23%,10%,21%,15%,13%,16%,29%,18%,20%,12%,26%,31%,40%,0%,0%,0%,0%,0%,32%,7%,18:16,0,0,17.0,0,0,13.0,0,0,12.0,1,0,13.0,8:00,1:00,17.0,,,8:00,21:00,13.0,,,8:00,20:00,12.0,,,8:00,20:00,12.0,7:00,,1,1,0,0,NONE,52.14571429,73.1,53.6,0.12,365064,325168,233777,210779,35669136,31692832,22782223,20790321,1600,1000,2,12:00,15:00,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,19:00,20:30,0,,
2015-02-16,37.0,,PRESIDENTS WEEK,0,0,1,,0,0,PRESIDENTS WEEK,74.11,48.85,61.48,0,0,0,,0,17%,18%,23%,10%,21%,15%,13%,16%,29%,18%,20%,12%,26%,31%,40%,0%,0%,0%,0%,0%,32%,7%,18:17,0,0,17.0,0,0,13.0,0,1,14.0,0,0,12.0,8:00,1:00,17.0,,,8:00,21:00,13.0,,,8:00,20:00,12.0,,22:00,8:00,20:00,12.0,,,1,1,0,0,NONE,52.27571429,73.2,53.7,0.12,365064,325168,233777,210779,35669136,31692832,22782223,20790321,1600,1000,2,12:00,15:00,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,19:00,20:30,0,,
2015-02-17,94.66666666666667,,PRESIDENTS WEEK,0,4,1,,0,0,PRESIDENTS WEEK,78.7,58.55,68.63,0,0,0,,0,82%,77%,90%,89%,81%,83%,90%,82%,100%,80%,85%,89%,78%,95%,100%,3%,17%,0%,100%,60%,94%,86%,18:18,0,0,17.0,1,0,13.0,0,0,11.0,0,0,11.0,8:00,1:00,17.0,,,9:00,21:00,12.0,8:00,,9:00,20:00,11.0,,,8:00,19:00,11.0,,,1,1,0,0,NONE,50.33071429,73.3,53.9,0.12,365064,325168,233777,210779,35669136,31692832,22782223,20790321,1600,1000,2,12:00,15:00,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,19:00,20:30,0,,
2015-02-19,42.0,,PRESIDENTS WEEK,2,4,0,,0,1,PRESIDENTS WEEK,51.24,39.13,45.19,0,0,0,,0,90%,86%,96%,90%,90%,87%,86%,85%,100%,97%,97%,86%,100%,95%,100%,3%,17%,17%,100%,100%,100%,91%,18:19,0,1,17.0,0,0,12.0,0,0,11.0,0,0,10.0,9:00,0:00,15.0,,2:00,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,19:00,10.0,,,1,1,0,0,NONE,53.73071429,73.5,54.1,0.11,365064,325168,233777,210779,35669136,31692832,22782223,20790321,1600,1000,2,12:00,15:00,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,19:00,20:30,0,,
2015-02-20,36.5,,PRESIDENTS WEEK,3,4,0,,0,1,PRESIDENTS WEEK,55.91,33.47,44.69,0,0,0,,0,89%,85%,88%,90%,87%,87%,86%,85%,94%,95%,96%,86%,97%,95%,100%,3%,17%,17%,100%,100%,100%,91%,18:20,0,0,15.0,0,1,14.0,0,0,11.0,0,0,10.0,9:00,0:00,15.0,,,9:00,21:00,12.0,,23:00,9:00,20:00,11.0,,,9:00,19:00,10.0,,,1,1,0,0,NONE,53.18142857,73.7,54.3,0.12,365064,325168,233777,210779,35669136,31692832,22782223,20790321,1600,1000,2,12:00,15:00,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,19:00,20:30,0,,
2015-02-21,27.0,,PRESIDENTS WEEK,4,4,0,,0,1,PRESIDENTS WEEK,70.56,43.12,56.84,0,0,0,,0,89%,85%,88%,90%,87%,87%,86%,85%,94%,95%,96%,86%,97%,95%,100%,3%,17%,17%,100%,100%,100%,91%,18:21,1,0,18.0,0,0,12.0,1,0,12.0,0,0,11.0,8:00,1:00,17.0,7:00,,9:00,21:00,12.0,,,9:00,20:00,11.0,8:00,,9:00,20:00,11.0,,,1,1,0,0,NONE,55.87714286,73.8,54.4,0.16,365064,325168,233777,210779,35669136,31692832,22782223,20790321,1600,1000,2,12:00,15:00,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,19:00,20:30,0,,
2015-02-22,36.75,,PRESIDENTS WEEK,5,0,0,,0,1,PRESIDENTS WEEK,80.63,54.82,67.73,0,0,0,,0,95%,98%,100%,91%,99%,94%,90%,94%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,18:21,0,0,14.0,0,0,12.0,0,0,10.0,1,0,10.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,19:00,10.0,,,9:00,18:00,9.0,8:00,,1,1,0,0,NONE,60.24571429,73.9,54.5,0.12,365064,325168,233777,210779,35669136,31692832,22782223,20790321,1600,1000,1,15:00,,2,20:00,22:00,1,21:00,,1,21:00,,0,,,1,19:00,,0,,
2015-02-23,22.5,,WINTER,6,0,0,,0,0,WINTER,81.34,59.38,70.36,0,0,0,,0,95%,98%,100%,91%,99%,94%,90%,94%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,18:22,0,0,15.0,0,0,12.0,0,1,13.0,0,0,8.0,9:00,0:00,15.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,,22:00,9:00,17:00,8.0,,,1,1,0,0,NONE,61.81571429,74.1,54.6,0.12,365064,325168,233777,210779,35669136,31692832,22782223,20790321,1600,1000,1,15:00,,2,20:00,22:00,1,21:00,,1,21:00,,0,,,2,19:00,20:30,0,,
2015-02-24,16.666666666666668,,WINTER,7,0,0,,0,0,WINTER,74.4,62.2,68.3,0,0,0,,0,95%,98%,100%,91%,99%,94%,90%,94%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,18:23,0,0,14.0,1,0,13.0,0,0,10.0,0,0,8.0,9:00,23:00,14.0,,,9:00,21:00,12.0,8:00,,9:00,19:00,10.0,,,9:00,17:00,8.0,,,1,1,0,0,NONE,60.11785714,74.2,54.8,0.11,365064,325168,233777,210779,35669136,31692832,22782223,20790321,1600,1000,1,15:00,,2,19:00,21:00,1,20:00,,1,21:00,,0,,,1,19:00,,0,,
2015-02-25,29.0,,WINTER,8,0,0,,0,0,WINTER,73.76,59.22,66.49,0,0,0,,0,94%,97%,99%,91%,99%,94%,90%,94%,100%,100%,100%,93%,100%,96%,100%,100%,100%,100%,100%,100%,96%,100%,18:23,0,0,12.0,0,0,12.0,0,0,10.0,1,0,9.0,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,19:00,10.0,,,9:00,17:00,8.0,8:00,,1,1,0,0,NONE,58.58285714,74.4,54.9,0.12,365064,325168,233777,210779,35669136,31692832,22782223,20790321,1600,1000,1,15:00,,2,19:00,21:00,1,20:00,,1,21:00,,0,,,1,19:00,,0,,
2015-02-26,24.0,,WINTER,9,0,0,,0,0,WINTER,73.67,56.51,65.09,0,0,0,,0,94%,97%,100%,91%,99%,94%,90%,94%,100%,100%,100%,91%,100%,100%,100%,100%,100%,100%,100%,100%,99%,94%,18:24,1,0,13.0,0,0,12.0,0,0,10.0,0,0,8.0,9:00,21:00,12.0,8:00,,9:00,21:00,12.0,,,9:00,19:00,10.0,,,9:00,17:00,8.0,,,1,1,0,0,NONE,56.09214286,74.5,55.0,0.16,365064,325168,233777,210779,35669136,31692832,22782223,20790321,1600,1000,1,15:00,,2,19:00,21:00,1,20:00,,1,21:00,,0,,,1,19:00,,0,,
2015-02-28,12.0,,WINTER,11,0,0,,0,0,WINTER,66.56,56.28,61.42,0,0,0,,0,92%,95%,99%,91%,97%,93%,90%,94%,100%,100%,97%,91%,100%,100%,100%,100%,86%,100%,100%,100%,99%,94%,18:25,0,1,19.0,0,0,12.0,1,0,12.0,0,0,11.0,8:00,1:00,17.0,,3:00,9:00,21:00,12.0,,,9:00,20:00,11.0,8:00,,9:00,20:00,11.0,,,1,1,0,0,NONE,53.81428571,74.8,55.2,0.15,365064,325168,233777,210779,35669136,31692832,22782223,20790321,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,19:00,20:30,0,,
2015-03-01,19.0,,SPRING,12,0,0,,0,0,SPRING,78.54,64.53,71.54,0,0,0,,0,94%,96%,92%,91%,94%,93%,90%,94%,77%,92%,93%,93%,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,18:26,0,0,15.0,0,0,12.0,0,1,13.0,0,0,10.0,9:00,0:00,15.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,,22:00,9:00,19:00,10.0,,,1,1,0,0,NONE,55.88642857,74.9,55.3,0.15,366064,325168,233777,210779,35672136,31692832,22782223,20790321,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,19:00,20:30,0,,
2015-03-02,46.0,,SPRING,13,0,0,,0,0,SPRING,81.95,63.38,72.67,0,0,0,,0,94%,96%,92%,91%,94%,93%,90%,94%,77%,92%,93%,93%,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,18:26,0,0,14.0,0,0,12.0,0,0,10.0,1,0,11.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,19:00,10.0,,,9:00,19:00,10.0,8:00,,1,1,0,0,NONE,55.03357143,75.0,55.3,0.12,366064,325168,233777,210779,35672136,31692832,22782223,20790321,1600,1000,1,15:00,,2,20:00,22:00,1,21:00,,1,21:00,,0,,,1,19:00,,0,,
2015-03-03,27.0,,SPRING,14,0,0,,0,0,SPRING,82.33,63.65,72.99,0,0,0,,0,94%,98%,100%,91%,99%,94%,87%,94%,100%,100%,100%,91%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,18:27,0,0,13.0,1,0,13.0,0,0,10.0,0,0,10.0,9:00,22:00,13.0,,,9:00,21:00,12.0,8:00,,9:00,19:00,10.0,,,9:00,19:00,10.0,,,1,1,0,0,NONE,53.47,75.1,55.5,0.12,365064,325168,233777,210779,35669136,31692832,22782223,20790321,1600,1000,1,15:00,,3,20:00,21:00,1,21:00,,1,21:00,,0,,,1,19:00,,0,,
2015-03-04,14.5,,SPRING,14,0,0,,0,0,SPRING,84.15,64.24,74.2,0,1,0,,0,94%,98%,100%,91%,99%,94%,87%,94%,100%,100%,100%,91%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,18:28,0,0,13.0,0,0,12.0,0,0,10.0,1,0,11.0,9:00,22:00,13.0,,,9:00,21:00,12.0,,,9:00,19:00,10.0,,,9:00,19:00,10.0,8:00,,1,1,0,0,NONE,52.40142857,75.3,55.6,0.11,363664,325168,233777,210779,35657136,31692832,22782223,20790321,1600,1000,1,15:00,,2,20:00,22:00,1,21:00,,1,21:00,,0,,,1,19:00,,0,,
2015-03-05,30.8,,SPRING,0,0,1,,0,0,SPRING,84.87,67.19,76.03,0,1,0,,0,94%,97%,100%,91%,99%,93%,87%,94%,100%,100%,100%,91%,100%,100%,100%,100%,100%,100%,100%,100%,98%,100%,18:28,1,0,14.0,0,0,12.0,0,0,10.0,0,0,8.0,9:00,22:00,13.0,8:00,,9:00,21:00,12.0,,,9:00,19:00,10.0,,,9:00,17:00,8.0,,,1,1,0,0,NONE,53.06357143,75.4,55.7,0.12,364664,325168,233777,210779,35667136,31692832,22782223,20790321,1600,1000,1,15:00,,3,20:00,21:00,1,21:00,,1,21:00,,0,,,1,19:00,,0,,
2015-03-06,18.5,,SPRING,12,0,0,,0,0,SPRING,71.31,52.53,61.92,0,1,0,,0,91%,96%,99%,91%,98%,93%,87%,94%,100%,100%,100%,91%,100%,100%,93%,100%,100%,100%,100%,100%,98%,97%,18:29,0,0,14.0,0,1,14.0,0,0,10.0,0,0,8.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,23:00,9:00,19:00,10.0,,,9:00,17:00,8.0,,,1,1,0,0,NONE,52.05428571,75.6,55.8,0.16,363864,325168,233777,210779,35661536,31692832,22782223,20790321,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,0,,,1,19:00,,0,,
2015-03-07,16.0,,SPRING,11,0,0,,0,0,SPRING,67.37,52.37,59.87,0,1,0,,0,91%,96%,99%,91%,98%,93%,87%,94%,100%,100%,100%,91%,100%,100%,93%,100%,100%,100%,100%,100%,98%,97%,18:29,0,1,18.0,0,0,12.0,1,0,12.0,0,0,10.0,8:00,0:00,16.0,,2:00,9:00,21:00,12.0,,,9:00,20:00,11.0,8:00,,9:00,19:00,10.0,,,1,1,0,0,NONE,50.74214286,75.8,55.9,0.16,362864,325168,233777,210779,35651536,31692832,22782223,20790321,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,0,,,1,19:00,,0,,
2015-03-08,27.75,,SPRING,10,0,0,,0,0,SPRING,76.92,55.49,66.21,0,1,0,,0,83%,84%,88%,90%,85%,86%,90%,94%,77%,92%,93%,93%,88%,45%,63%,97%,97%,100%,0%,100%,52%,93%,18:30,0,0,15.0,0,0,12.0,0,0,12.5,1,0,11.0,8:00,23:00,15.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,,,9:00,19:00,10.0,8:00,,1,1,0,0,NONE,51.08571429,75.9,56.0,0.12,362864,325168,233777,210779,35651536,31692832,22782223,20790321,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,20:30,22:00,0,,
2015-03-09,13.0,,SPRING,9,0,0,,0,0,SPRING,80.93,59.04,69.99,0,1,0,,0,83%,84%,88%,90%,85%,86%,90%,94%,77%,92%,93%,93%,88%,45%,63%,97%,97%,100%,0%,100%,52%,93%,18:31,0,0,15.0,0,0,12.0,0,1,14.5,0,0,11.0,8:00,23:00,15.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,,23:30,8:00,19:00,11.0,,,1,1,0,0,NONE,53.68571429,76.1,56.2,0.15,362864,325168,233777,210779,35651536,31692832,22782223,20790321,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,20:30,22:00,0,,
2015-03-12,30.75,,SPRING,6,0,0,,0,0,SPRING,86.2,72.11,79.16,0,1,0,,0,85%,88%,90%,90%,89%,88%,90%,94%,77%,92%,93%,93%,88%,45%,100%,100%,100%,100%,100%,100%,52%,100%,18:32,1,0,16.0,0,0,12.0,0,0,12.5,0,0,11.0,8:00,23:00,15.0,7:00,,9:00,21:00,12.0,,,9:00,21:30,12.5,,,8:00,19:00,11.0,,,1,1,0,0,NONE,59.46642857,76.6,56.5,0.16,362864,325168,233777,210779,35651536,31692832,22782223,20790321,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,20:30,22:00,0,,
2015-03-13,34.0,,SPRING,5,0,0,,0,0,SPRING,82.87,68.69,75.78,0,1,0,,0,79%,83%,81%,89%,82%,85%,90%,94%,61%,73%,79%,91%,79%,45%,97%,100%,100%,100%,100%,100%,49%,92%,18:33,0,0,15.0,0,1,14.0,0,0,12.5,0,0,11.0,8:00,23:00,15.0,,,9:00,21:00,12.0,,23:00,9:00,21:30,12.5,,,8:00,19:00,11.0,,,1,1,0,0,NONE,56.78928571,76.8,56.6,0.07,362864,325168,233777,210779,35651536,31692832,22782223,20790321,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,20:30,22:00,0,,
2015-03-14,35.75,,SPRING,4,0,0,,1,0,SPRING,86.44,68.29,77.37,0,1,0,,0,79%,83%,81%,89%,82%,85%,90%,94%,61%,73%,79%,91%,79%,45%,97%,100%,100%,100%,100%,100%,49%,92%,18:34,0,1,18.0,0,0,12.0,1,0,15.0,0,0,11.0,8:00,0:00,16.0,,2:00,9:00,21:00,12.0,,,9:00,23:00,14.0,8:00,,8:00,19:00,11.0,,,1,1,0,0,NONE,55.62214286,76.9,56.8,0.12,362864,325168,235777,210779,35651536,31692832,22796223,20790321,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,20:30,22:00,0,,
2015-03-15,7.5,,SPRING,3,0,0,,0,0,SPRING,86.37,68.05,77.21,0,1,0,,0,81%,83%,83%,87%,82%,83%,83%,81%,81%,73%,74%,79%,68%,72%,97%,100%,100%,100%,100%,100%,78%,79%,18:34,0,0,16.0,0,0,12.0,0,0,13.5,1,0,12.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,,8:00,21:30,13.5,,,9:00,20:00,11.0,8:00,,1,1,0,0,NONE,54.47071429,77.1,56.9,0.12,362864,325168,235777,210779,35651536,31692832,22796223,20790321,1600,1000,2,12:00,15:00,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,20:30,22:00,0,,
2015-03-16,8.0,,SPRING,2,0,0,,0,0,SPRING,83.83,64.54,74.19,0,1,0,,0,81%,83%,83%,87%,82%,83%,83%,81%,81%,73%,74%,79%,68%,72%,97%,100%,100%,100%,100%,100%,78%,79%,18:35,0,0,16.0,0,0,12.0,0,1,14.5,0,0,11.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,,23:30,8:00,19:00,11.0,,,1,1,0,0,NONE,55.45428571,77.3,57.0,0.12,362864,325168,233777,210779,35651536,31692832,22782223,20790321,1600,1000,2,12:00,15:00,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,20:30,22:00,0,,
2015-03-17,67.0,,SPRING,0,0,1,,0,0,SPRING,84.89,64.36,74.63,0,1,0,,0,82%,86%,87%,87%,86%,85%,83%,88%,93%,83%,81%,79%,74%,82%,97%,100%,100%,56%,100%,100%,82%,79%,18:35,0,0,16.0,1,0,13.0,0,0,12.5,0,0,11.0,8:00,0:00,16.0,,,9:00,21:00,12.0,8:00,,9:00,21:30,12.5,,,8:00,19:00,11.0,,,1,1,0,0,NONE,57.70785714,77.4,57.1,0.16,362864,325168,233777,210779,35651536,31692832,22782223,20790321,1600,1000,2,12:00,15:00,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,20:30,22:00,0,,
2015-03-18,31.0,,SPRING,2,1,0,,0,0,SPRING,84.66,65.29,74.98,0,1,0,,0,83%,87%,87%,87%,86%,85%,83%,88%,93%,83%,81%,79%,74%,82%,97%,100%,100%,100%,100%,100%,82%,79%,18:36,0,0,16.0,0,0,12.0,0,0,12.5,1,0,12.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,,,9:00,20:00,11.0,8:00,,1,1,0,0,NONE,58.78571429,77.6,57.3,0.11,362864,325168,233777,210779,35651536,31692832,22782223,20790321,1600,1000,2,12:00,15:00,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,20:30,22:00,0,,
2015-03-19,33.0,,SPRING,3,0,0,,0,0,SPRING,85.07,69.28,77.18,0,1,0,,0,82%,84%,82%,87%,81%,84%,83%,94%,93%,66%,68%,79%,50%,82%,97%,100%,100%,100%,100%,100%,82%,79%,18:36,1,0,17.0,0,0,12.0,0,0,12.5,0,0,11.0,8:00,0:00,16.0,7:00,,9:00,21:00,12.0,,,9:00,21:30,12.5,,,9:00,20:00,11.0,,,1,1,0,0,NONE,59.79357143,77.8,57.4,0.12,362864,325168,233777,210779,35651536,31692832,22782223,20790321,1600,1000,2,12:00,15:00,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,20:30,22:00,0,,
2015-03-20,21.666666666666668,,SPRING,4,0,0,,0,0,SPRING,86.96,67.98,77.47,0,1,0,,0,77%,80%,55%,86%,71%,81%,83%,94%,67%,57%,60%,74%,37%,82%,90%,100%,100%,100%,100%,100%,79%,71%,18:37,0,0,16.0,0,1,14.0,0,0,12.5,0,0,11.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,23:00,9:00,21:30,12.5,,,9:00,20:00,11.0,,,1,1,0,0,NONE,59.77214286,77.9,57.5,0.12,362864,325168,233777,210779,35651536,31692832,22782223,20790321,1600,1000,2,12:00,15:00,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,20:30,22:00,0,,
2015-03-21,51.0,,SPRING,5,0,0,,0,0,SPRING,86.96,66.73,76.85,0,1,0,,0,77%,80%,55%,86%,71%,81%,83%,94%,67%,57%,60%,74%,37%,82%,90%,100%,100%,100%,100%,100%,79%,71%,18:38,0,1,19.0,0,0,12.0,1,0,13.5,0,0,12.0,8:00,1:00,17.0,,3:00,9:00,21:00,12.0,,,9:00,21:30,12.5,8:00,,8:00,20:00,12.0,,,1,1,0,0,NONE,58.89214286,78.1,57.7,0.12,362864,325168,233777,210779,35651536,31692832,22782223,20790321,1600,1000,2,12:00,15:00,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,20:30,22:00,0,,
2015-03-22,24.666666666666668,,SPRING,6,0,0,,0,0,SPRING,85.81,69.48,77.65,0,1,0,,0,81%,86%,54%,88%,75%,86%,83%,94%,60%,66%,67%,89%,51%,100%,97%,100%,100%,100%,100%,40%,91%,95%,18:38,0,0,15.0,0,0,12.0,0,0,12.5,1,0,11.0,9:00,0:00,15.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,,,9:00,19:00,10.0,8:00,,1,1,0,0,NONE,56.60785714,78.2,57.8,0.12,362864,325168,233777,210779,35651536,31692832,22782223,20790321,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,20:30,22:00,0,,
2015-03-23,31.5,,SPRING,7,0,0,,0,0,SPRING,79.53,67.09,73.31,0,1,0,,0,81%,86%,54%,88%,75%,86%,83%,94%,60%,66%,67%,89%,51%,100%,97%,100%,100%,100%,100%,40%,91%,95%,18:39,0,0,14.0,0,0,12.0,0,1,14.5,0,0,10.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,,23:30,9:00,19:00,10.0,,,1,1,0,0,NONE,58.96071429,78.4,57.9,0.12,362864,325168,233777,210779,35651536,31692832,22782223,20790321,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,20:30,22:00,0,,
2015-03-24,25.0,,SPRING,8,0,0,,0,0,SPRING,78.31,64.33,71.32,0,1,0,,0,82%,87%,56%,88%,77%,86%,83%,94%,60%,69%,69%,89%,55%,100%,97%,100%,100%,100%,100%,40%,92%,95%,18:39,0,0,15.0,1,0,13.0,0,0,12.5,0,0,11.0,9:00,0:00,15.0,,,9:00,21:00,12.0,8:00,,9:00,21:30,12.5,,,9:00,20:00,11.0,,,1,1,0,0,NONE,59.09285714,78.6,58.1,0.11,362864,325168,233777,210779,35651536,31692832,22782223,20790321,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,20:30,22:00,0,,
2015-03-26,25.5,,SPRING,9,0,0,,0,0,SPRING,86.3,64.45,75.38,0,1,0,,0,81%,86%,56%,88%,77%,86%,83%,94%,60%,69%,69%,88%,55%,100%,97%,100%,100%,100%,100%,40%,92%,95%,18:40,1,0,15.0,0,0,12.0,0,0,12.5,0,0,11.0,9:00,23:00,14.0,8:00,,9:00,21:00,12.0,,,9:00,21:30,12.5,,,9:00,20:00,11.0,,,1,1,0,0,NONE,57.86071429,78.9,58.4,0.12,362864,325168,233777,210779,35651536,31692832,22782223,20790321,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,0,,,2,20:30,22:00,0,,
2015-03-27,14.5,,EASTER,8,0,0,,0,0,EASTER,80.76,64.04,72.4,0,1,0,,0,76%,81%,55%,85%,74%,80%,83%,83%,60%,69%,69%,68%,55%,100%,97%,100%,100%,100%,100%,40%,90%,52%,18:41,0,0,14.0,0,1,14.0,0,0,12.5,0,0,10.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,23:00,9:00,21:30,12.5,,,9:00,19:00,10.0,,,1,1,0,0,NONE,57.09214286,79.0,58.5,0.12,362864,325168,233777,210779,35651536,31692832,22782223,20790321,1600,1000,1,15:00,,3,21:00,23:00,1,22:00,,1,21:00,,0,,,2,20:30,22:00,0,,
2015-03-29,23.666666666666668,,EASTER,6,0,0,,0,0,EASTER,70.16,49.2,59.68,0,1,0,,0,67%,66%,69%,72%,67%,65%,52%,59%,65%,66%,69%,45%,58%,96%,53%,100%,100%,100%,100%,100%,86%,38%,18:42,1,0,18.0,0,0,12.0,0,0,13.5,1,0,13.0,8:00,1:00,17.0,7:00,,9:00,21:00,12.0,,,8:00,21:30,13.5,,,8:00,20:00,12.0,7:00,,1,1,0,0,NONE,58.54285714,79.3,58.8,0.07,362864,325168,233777,210779,35651536,31692832,22782223,20790321,1600,1000,2,12:00,15:00,2,22:15,0:15,1,21:00,,1,21:00,,0,,,2,20:30,22:00,0,,
