date,SACTMIN,WDW_TICKET_SEASON,SEASON,HOLIDAYPX,HOLIDAYM,HOLIDAY,WDWTICKETSEASON,WDWevent,WDWrace,WDWSEASON,WDWMAXTEMP,WDWMINTEMP,WDWMEANTEMP,MKevent,EPevent,HSevent,AKeventN,AKevent,inSession,inSession_Enrollment,inSession_wdw,inSession_dlr,inSession_sqrt_WDW,inSession_sqrt_DLR,inSession_California,inSession_DC,inSession_Central_FL,inSession_Drive1_FL,inSession_Drive2_FL,inSession_Drive_CA,inSession_Florida,inSession_Mardi_Gras,inSession_Midwest,inSession_NY_NJ,inSession_NY_NJ_PA,inSession_New_England,inSession_New_Jersey,inSession_Nothwest,INSESSION_PLANES,inSession_Southwest,SUNSET_WDW,MKEMHMORN,MKEMHEVE,MKHOURSEMH,EPEMHMORN,EPEMHEVE,EPHOURSEMH,HSEMHMORN,HSEMHEVE,HSHOURSEMH,AKEMHMORN,AKEMHEVE,AKHOURSEMH,MKOPEN,MKCLOSE,MKHOURS,MKEMHOPEN,MKEMHCLOSE,EPOPEN,EPCLOSE,EPHOURS,EPEMHOPEN,EPEMHCLOSE,HSOPEN,HSCLOSE,HSHOURS,HSEMHOPEN,HSEMHCLOSE,AKOPEN,AKCLOSE,AKHOURS,AKEMHOPEN,AKEMHCLOSE,MKDAYSBEFORENONEVENT,MKDAYSSINCENONEVENT,MKEVENTSTREAK,MKEVENTSTREAK_F,PARTYSEASON_WDW,WDWMINTEMP_mean,WEATHER_WDWHIGH,WEATHER_WDWLOW,WEATHER_WDWPRECIP,CapacityLost_MK,CapacityLost_EP,CapacityLost_HS,CapacityLost_AK,CapacityLostWGT_MK,CapacityLostWGT_EP,CapacityLostWGT_HS,CapacityLostWGT_AK,EP09CAPACITY,HS20CAPACITY,MKPRDDAY,MKPRDDT1,MKPRDDT2,MKPRDNGT,MKPRDNT1,MKPRDNT2,MKFIREWK,MKFIRET1,MKFIRET2,EPFIREWK,EPFIRET1,EPFIRET2,HSFIREWK,HSFIRET1,HSFIRET2,HSSHWNGT,HSSHWNT1,HSSHWNT2,AKSHWNGT,AKSHWNT1,AKSHWNT2
2018-01-08,45.0,value,CHRISTMAS,8,0,0,value,0,0,CHRISTMAS,70.77,49.84,60.31,0,0,0,,0,85%,88%,90%,95%,88%,91%,93%,100%,89%,82%,86%,92%,77%,82%,100%,100%,100%,100%,100%,100%,82%,94%,17:47,0,0,11.0,0,0,12.0,0,0,11.0,1,0,12.0,9:00,20:00,11.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:00,11.0,8:00,,2,1,0,0,NONE,49.512,70.3,49.4,0.08,446756,423359,345667,244576,43592644,40631241,32748433,23783624,2400,1500,1,15:00,,0,,,1,20:00,,1,21:00,,1,20:00,,1,19:00,,2,18:30,19:45
2018-01-09,29.333333333333332,value,CHRISTMAS,7,0,0,value,0,0,CHRISTMAS,75.15,59.89,67.52,1,0,0,,0,92%,98%,100%,96%,99%,97%,93%,100%,100%,100%,100%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,17:48,0,0,11.0,0,1,14.0,0,0,11.0,0,0,11.0,9:00,20:00,11.0,,,9:00,21:00,12.0,,23:00,9:00,20:00,11.0,,,9:00,20:00,11.0,,,1,1,1,1,NONE,51.09428571,70.3,49.3,0.11,446756,423359,345667,244576,43592644,40631241,32748433,23783624,2400,1500,1,15:00,,0,,,1,20:00,,1,21:00,,1,20:00,,1,19:00,,2,18:30,19:45
2018-01-12,37.0,regular,MARTIN LUTHER KING JUNIOR DAY,4,0,0,regular,0,0,MARTIN LUTHER KING JUNIOR DAY,78.26,63.55,70.91,0,1,0,,0,88%,96%,98%,96%,97%,95%,93%,93%,100%,96%,96%,92%,94%,100%,100%,100%,100%,100%,100%,100%,96%,93%,17:50,1,0,15.0,0,0,12.0,0,0,11.0,0,0,11.0,9:00,23:00,14.0,8:00,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:00,11.0,,,1,1,0,0,NONE,52.59142857,70.4,49.2,0.08,446756,423359,345667,244576,43592644,40631241,32748433,23783624,2400,1500,1,15:00,,0,,,1,20:00,,1,21:00,,1,20:00,,1,19:00,,2,18:30,19:45
2018-01-14,21.0,regular,MARTIN LUTHER KING JUNIOR DAY,2,2,0,regular,0,0,MARTIN LUTHER KING JUNIOR DAY,59.77,38.12,48.95,0,1,0,,0,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,17:52,0,0,16.0,0,0,12.0,1,0,13.0,0,0,12.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,8:00,,8:00,20:00,12.0,,,1,1,0,0,NONE,49.02357143,70.4,49.2,0.12,446756,423359,345667,244576,43592644,40631241,32748433,23783624,2400,1500,1,15:00,,0,,,1,20:00,,1,21:00,,1,20:00,,1,19:00,,2,18:30,19:45
2018-01-15,61.5,regular,MARTIN LUTHER KING JUNIOR DAY,0,0,1,regular,0,0,MARTIN LUTHER KING JUNIOR DAY,64.42,44.69,54.56,0,1,0,,0,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,17:53,0,0,13.0,0,0,12.0,0,0,11.0,1,0,13.0,9:00,22:00,13.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,8:00,20:00,12.0,7:00,,2,1,0,0,NONE,49.06857143,70.5,49.3,0.08,446756,425259,345667,244576,43592644,40644541,32748433,23783624,2400,1500,1,15:00,,0,,,1,20:00,,1,21:00,,1,20:00,,1,19:00,,2,18:30,19:45
2018-01-16,43.0,value,MARTIN LUTHER KING JUNIOR DAY,2,2,0,value,0,0,MARTIN LUTHER KING JUNIOR DAY,70.54,45.94,58.24,1,1,0,,0,91%,98%,97%,99%,98%,98%,99%,100%,92%,100%,100%,97%,100%,100%,97%,100%,100%,96%,100%,100%,100%,84%,17:53,0,0,11.0,1,0,13.0,0,0,11.0,0,0,11.0,9:00,20:00,11.0,,,9:00,21:00,12.0,8:00,,9:00,20:00,11.0,,,9:00,20:00,11.0,,,1,1,1,1,NONE,50.66857143,70.5,49.3,0.07,446756,425259,345667,244576,43592644,40644541,32748433,23783624,2400,1500,1,15:00,,0,,,1,20:00,,1,21:00,,1,20:00,,1,19:00,,1,18:30,
2018-01-17,22.333333333333332,value,MARTIN LUTHER KING JUNIOR DAY,3,2,0,value,0,0,MARTIN LUTHER KING JUNIOR DAY,68.75,40.72,54.74,0,1,0,,0,95%,100%,100%,100%,100%,100%,99%,100%,100%,100%,100%,99%,100%,100%,100%,100%,100%,96%,100%,100%,100%,99%,17:54,0,1,13.0,0,0,12.0,0,0,11.0,0,0,11.0,9:00,20:00,11.0,,22:00,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:00,11.0,,,1,2,0,0,NONE,49.40357143,70.6,49.4,0.04,446756,425259,345667,244576,43592644,40644541,32748433,23783624,2400,1500,1,15:00,,0,,,1,20:00,,1,21:00,,1,20:00,,1,19:00,,1,18:30,
2018-01-19,17.0,value,MARTIN LUTHER KING JUNIOR DAY,5,0,0,value,0,0,MARTIN LUTHER KING JUNIOR DAY,64.04,36.09,50.07,1,1,0,,0,94%,95%,93%,99%,92%,97%,99%,100%,100%,80%,84%,99%,71%,100%,96%,100%,100%,100%,100%,100%,99%,99%,17:56,1,0,12.0,0,0,12.0,0,0,11.0,0,0,11.0,9:00,20:00,11.0,8:00,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:00,11.0,,,1,1,1,1,NONE,47.21642857,70.7,49.5,0.08,446756,425259,345667,244576,43592644,40644541,32748433,23783624,2400,1500,1,15:00,,0,,,1,20:00,,1,21:00,,1,20:00,,1,19:00,,1,18:30,
2018-01-20,45.0,regular,WINTER,6,0,0,regular,0,0,WINTER,68.35,44.02,56.19,0,1,0,,0,94%,95%,93%,99%,92%,97%,99%,100%,100%,80%,84%,99%,71%,100%,96%,100%,100%,100%,100%,100%,99%,99%,17:57,0,0,16.0,0,0,12.0,0,0,11.0,1,0,12.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:00,11.0,8:00,,2,2,0,0,NONE,48.94928571,70.8,49.6,0.12,446756,425259,345667,244576,43592644,40644541,32748433,23783624,2400,1000,1,15:00,,0,,,1,20:00,,1,21:00,,1,20:00,,1,19:00,,2,18:30,19:45
2018-01-21,22.8,value,WINTER,7,0,0,value,0,0,WINTER,76.6,55.6,66.1,1,1,0,,0,91%,95%,98%,99%,96%,97%,99%,100%,100%,100%,87%,95%,100%,100%,97%,100%,100%,100%,100%,100%,100%,91%,17:57,0,0,12.0,0,0,12.0,1,0,12.0,0,0,11.0,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,8:00,,9:00,20:00,11.0,,,1,1,1,1,NONE,52.40428571,70.9,49.7,0.08,446756,425259,345667,244576,43592644,40644541,32748433,23783624,2400,1000,1,15:00,,0,,,1,20:00,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-01-22,32.0,value,WINTER,8,0,0,value,0,0,WINTER,80.08,56.35,68.22,0,1,0,,0,91%,95%,98%,99%,96%,97%,99%,100%,100%,100%,87%,95%,100%,100%,97%,100%,100%,100%,100%,100%,100%,91%,17:58,0,0,11.0,0,0,12.0,0,0,11.0,1,0,12.0,9:00,20:00,11.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:00,11.0,8:00,,2,2,0,0,NONE,53.92285714,70.9,49.8,0.08,446756,425259,345667,244576,43592644,40644541,32748433,23783624,2400,1000,1,15:00,,0,,,1,20:00,,1,21:00,,1,20:15,,1,19:00,,1,19:15,
2018-01-24,9.0,value,WINTER,10,0,0,value,1,0,WINTER,69.96,49.7,59.83,0,1,0,,0,94%,99%,100%,99%,99%,98%,99%,100%,100%,100%,100%,95%,100%,100%,95%,100%,100%,100%,100%,100%,100%,91%,18:00,0,1,13.0,0,0,12.0,0,0,11.0,0,0,11.0,9:00,20:00,11.0,,22:00,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:00,11.0,,,1,2,0,0,NONE,50.58071429,71.1,50.0,0.07,446756,425259,345667,244576,43592644,40644541,32748433,23783624,2400,1000,1,15:00,,0,,,1,20:00,,1,21:00,,1,20:15,,1,19:00,,1,19:15,
2018-01-25,13.0,value,WINTER,11,0,0,value,1,0,WINTER,67.55,51.22,59.39,0,1,0,,0,94%,99%,100%,99%,99%,99%,99%,100%,100%,100%,100%,95%,100%,100%,98%,100%,100%,100%,100%,100%,100%,91%,18:01,0,0,11.0,1,0,13.0,0,0,11.0,0,0,11.0,9:00,20:00,11.0,,,9:00,21:00,12.0,8:00,,9:00,20:00,11.0,,,9:00,20:00,11.0,,,2,1,0,0,NONE,48.90142857,71.1,50.2,0.08,446756,425259,345667,244576,43592644,40644541,32748433,23783624,2400,1000,1,15:00,,0,,,1,20:00,,1,21:00,,1,20:15,,1,19:00,,1,19:15,
2018-01-26,51.0,value,WINTER,10,0,0,value,1,0,WINTER,73.25,51.77,62.51,1,1,0,,0,92%,88%,96%,99%,91%,94%,99%,68%,100%,100%,100%,99%,100%,100%,98%,3%,17%,100%,100%,100%,100%,99%,18:01,1,0,12.0,0,0,12.0,0,0,11.0,0,0,11.0,9:00,20:00,11.0,8:00,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:00,11.0,,,1,1,1,1,NONE,51.11,71.2,50.3,0.08,446756,425259,345667,244576,43592644,40644541,32748433,23783624,2400,1000,1,15:00,,0,,,1,20:00,,1,21:00,,1,20:15,,1,19:00,,1,19:15,
2018-01-27,30.333333333333332,regular,WINTER,9,0,0,regular,1,0,WINTER,75.48,60.55,68.02,0,1,0,,0,92%,88%,96%,99%,91%,94%,99%,68%,100%,100%,100%,99%,100%,100%,98%,3%,17%,100%,100%,100%,100%,99%,18:02,0,0,16.0,0,0,12.0,0,0,12.0,1,0,12.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,8:00,,2,2,0,0,NONE,53.44571429,71.3,50.5,0.08,446756,425259,345667,244576,43592644,40644541,32748433,23783624,2400,1000,1,15:00,,0,,,1,20:00,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-01-28,17.0,value,WINTER,8,0,0,value,1,0,WINTER,78.03,62.51,70.27,1,1,0,,0,91%,87%,96%,87%,90%,90%,95%,76%,100%,100%,100%,97%,100%,100%,100%,3%,17%,72%,100%,62%,100%,93%,18:03,0,0,11.0,0,0,12.0,1,0,12.0,0,0,11.0,9:00,20:00,11.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,8:00,,9:00,20:00,11.0,,,1,1,1,1,NONE,52.415,71.4,50.6,0.08,446756,425259,345667,244576,43592644,40644541,32748433,23783624,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-01-29,22.0,value,WINTER,7,0,0,value,0,0,WINTER,71.73,57.02,64.38,0,1,0,,0,91%,87%,96%,87%,90%,90%,95%,76%,100%,100%,100%,97%,100%,100%,100%,3%,17%,72%,100%,62%,100%,93%,18:04,0,0,11.0,0,0,12.0,0,0,11.0,1,0,12.0,9:00,20:00,11.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:00,11.0,8:00,,2,2,0,0,NONE,49.57214286,71.5,50.8,0.08,446756,425259,345667,244576,43592644,40644541,32748433,23783624,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,1,19:15,
2018-01-30,32.5,value,WINTER,6,0,0,value,0,0,WINTER,62.44,46.03,54.24,1,1,0,,0,96%,100%,100%,100%,100%,100%,99%,100%,100%,100%,100%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,18:04,0,0,11.0,0,1,14.0,0,0,11.0,0,0,11.0,9:00,20:00,11.0,,,9:00,21:00,12.0,,23:00,9:00,20:00,11.0,,,9:00,20:00,11.0,,,1,1,1,1,NONE,48.95857143,71.5,50.9,0.04,446756,425259,345667,244576,43592644,40644541,32748433,23783624,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,1,19:15,
2018-01-31,18.5,value,WINTER,5,0,0,value,0,0,WINTER,68.25,45.2,56.73,0,1,0,,0,95%,99%,100%,99%,99%,99%,94%,100%,100%,100%,100%,96%,100%,100%,100%,97%,97%,100%,0%,100%,100%,99%,18:05,0,1,13.0,0,0,12.0,0,0,11.0,0,0,11.0,9:00,20:00,11.0,,22:00,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:00,11.0,,,1,2,0,0,NONE,49.18285714,71.6,51.1,0.08,446756,425259,345667,244576,43592644,40644541,32748433,23783624,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,1,19:15,
2018-02-01,28.5,value,WINTER,4,0,0,value,0,0,WINTER,72.73,48.3,60.52,0,1,0,,0,96%,99%,100%,99%,99%,99%,99%,100%,100%,100%,100%,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,91%,18:06,0,0,11.0,1,0,13.0,0,0,11.0,0,0,11.0,9:00,20:00,11.0,,,9:00,21:00,12.0,8:00,,9:00,20:00,11.0,,,9:00,20:00,11.0,,,1,1,0,0,NONE,50.94642857,71.7,51.3,0.04,446756,425259,345667,244576,43592644,40644541,32748433,23783624,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,1,19:15,
2018-02-02,9.5,value,WINTER,3,2,0,value,0,0,WINTER,74.62,55.86,65.24,0,1,0,,0,93%,95%,99%,99%,97%,96%,99%,99%,100%,100%,100%,95%,100%,100%,64%,100%,100%,100%,100%,100%,96%,91%,18:07,0,0,13.0,0,0,12.0,0,0,11.0,1,0,12.0,9:00,22:00,13.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:00,11.0,8:00,,1,1,0,0,NONE,55.46,71.8,51.4,0.08,445556,425259,345667,244576,43583044,40644541,32748433,23783624,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,1,19:15,
2018-02-03,25.5,regular,WINTER,2,2,0,regular,0,0,WINTER,68.41,53.61,61.01,0,1,0,,0,93%,95%,99%,99%,97%,96%,99%,99%,100%,100%,100%,95%,100%,100%,64%,100%,100%,100%,100%,100%,96%,91%,18:08,1,0,16.0,0,0,12.0,0,0,12.0,0,0,11.0,9:00,0:00,15.0,8:00,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,2,1,0,0,NONE,55.14857143,71.9,51.6,0.04,445556,425259,345667,244576,43583044,40644541,32748433,23783624,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-02-04,22.5,regular,WINTER,0,0,1,regular,0,0,WINTER,74.97,58.28,66.63,1,1,0,,0,96%,99%,93%,100%,98%,99%,99%,100%,94%,98%,98%,99%,97%,100%,100%,100%,100%,100%,100%,100%,100%,99%,18:08,0,0,12.0,0,0,12.0,1,0,12.0,0,0,11.0,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,8:00,,9:00,20:00,11.0,,,1,1,1,1,NONE,54.27571429,72.0,51.8,0.04,445556,426459,345667,247576,43583044,40646941,32748433,23804624,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-02-05,10.5,value,WINTER,2,2,0,value,0,0,WINTER,74.27,54.62,64.45,0,1,0,,0,96%,99%,93%,100%,98%,99%,99%,100%,94%,98%,98%,99%,97%,100%,100%,100%,100%,100%,100%,100%,100%,99%,18:09,0,0,12.0,0,0,12.0,0,0,11.0,1,0,12.0,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:00,11.0,8:00,,2,2,0,0,NONE,52.48071429,72.1,52.0,0.04,445556,426459,345667,247576,43583044,40646941,32748433,23804624,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,1,19:15,
2018-02-06,32.75,value,WINTER,3,0,0,value,0,0,WINTER,81.29,52.87,67.08,1,1,0,,0,96%,100%,100%,100%,100%,100%,99%,100%,100%,100%,100%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,18:10,0,0,11.0,0,1,14.0,0,0,11.0,0,0,11.0,9:00,20:00,11.0,,,9:00,21:00,12.0,,23:00,9:00,20:00,11.0,,,9:00,20:00,11.0,,,1,1,1,1,NONE,52.34071429,72.2,52.1,0.04,445556,426459,345667,247576,43583044,40646941,32748433,23804624,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,1,19:15,
2018-02-07,44.833333333333336,value,WINTER,4,0,0,value,0,0,WINTER,81.46,62.53,72.0,0,1,0,,0,96%,100%,100%,100%,100%,100%,99%,100%,100%,100%,100%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,18:11,0,1,13.0,0,0,12.0,0,0,11.0,0,0,11.0,9:00,20:00,11.0,,22:00,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:00,11.0,,,2,2,0,0,NONE,53.99285714,72.2,52.3,0.03,445556,426459,345667,247576,43583044,40646941,32748433,23804624,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,1,19:15,
2018-02-09,10.0,value,WINTER,5,0,0,value,0,0,WINTER,81.5,60.92,71.21,0,1,0,,0,92%,95%,91%,99%,93%,97%,99%,91%,77%,86%,88%,99%,89%,97%,97%,100%,100%,100%,100%,100%,99%,99%,18:12,1,0,14.0,0,0,12.0,0,0,11.0,0,0,11.0,9:00,22:00,13.0,8:00,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:00,11.0,,,1,2,0,0,NONE,53.24071429,72.4,52.6,0.08,445556,426459,345667,247576,43583044,40646941,32748433,23804624,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-02-11,35.0,regular,MARDI GRAS,3,0,0,regular,0,0,MARDI GRAS,85.35,66.25,75.8,1,1,0,,0,84%,94%,99%,59%,97%,82%,70%,100%,100%,97%,96%,80%,100%,93%,90%,100%,100%,100%,100%,100%,99%,99%,18:14,0,0,13.0,0,0,12.0,1,0,12.0,0,0,12.0,9:00,22:00,13.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,8:00,,8:00,20:00,12.0,,,1,1,1,1,NONE,50.91285714,72.6,53.0,0.08,445556,426459,345667,245776,43583044,40646941,32748433,23792024,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-02-13,45.0,value,MARDI GRAS,0,0,1,value,0,0,MARDI GRAS,81.95,65.8,73.88,1,1,0,,0,94%,98%,99%,93%,98%,95%,93%,100%,100%,97%,96%,96%,100%,93%,97%,100%,100%,100%,100%,100%,100%,99%,18:15,0,0,12.0,0,1,14.0,0,0,11.0,0,0,11.0,9:00,21:00,12.0,,,9:00,21:00,12.0,,23:00,9:00,20:00,11.0,,,9:00,20:00,11.0,,,1,1,1,1,NONE,51.16142857,72.8,53.3,0.12,445556,426459,345667,245776,43583044,40646941,32748433,23792024,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-02-14,39.0,value,MARDI GRAS,0,1,1,value,0,0,MARDI GRAS,77.48,62.91,70.2,0,1,0,,0,94%,99%,99%,99%,99%,99%,99%,100%,100%,97%,96%,99%,100%,93%,97%,100%,100%,100%,100%,100%,100%,99%,18:16,0,1,14.0,0,0,12.0,0,0,11.0,0,0,11.0,9:00,21:00,12.0,,23:00,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:00,11.0,,,2,2,0,0,NONE,48.6,73.0,53.4,0.11,445556,424559,345667,245776,43583044,40633641,32748433,23792024,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-02-16,93.0,peak,PRESIDENTS WEEK,3,0,0,peak,0,0,PRESIDENTS WEEK,82.02,62.05,72.04,0,1,0,,0,78%,76%,92%,89%,82%,80%,82%,73%,100%,85%,83%,72%,100%,85%,86%,3%,17%,88%,100%,100%,87%,66%,18:17,1,0,16.0,0,0,12.0,0,0,11.0,0,0,13.0,9:00,0:00,15.0,8:00,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,8:00,21:00,13.0,,,1,2,0,0,NONE,52.27571429,73.2,53.7,0.12,445556,424559,345667,245776,43583044,40633641,32748433,23792024,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-02-17,36.0,peak,PRESIDENTS WEEK,3,4,0,peak,0,0,PRESIDENTS WEEK,82.54,60.75,71.65,0,1,0,,0,78%,76%,92%,89%,82%,80%,82%,73%,100%,85%,83%,72%,100%,85%,86%,3%,17%,88%,100%,100%,87%,66%,18:18,0,0,16.0,0,0,12.0,0,0,12.0,1,0,14.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,8:00,21:00,13.0,7:00,,1,1,0,0,NONE,50.33071429,73.3,53.9,0.12,445556,424559,345667,245776,43583044,40633641,32748433,23792024,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-02-18,54.0,peak,PRESIDENTS WEEK,2,4,0,peak,0,0,PRESIDENTS WEEK,83.35,57.42,70.38,0,1,0,,0,13%,9%,5%,1%,8%,6%,0%,2%,0%,5%,8%,3%,4%,20%,40%,0%,0%,4%,0%,40%,14%,5%,18:19,0,0,16.0,0,0,12.0,1,0,13.0,0,0,13.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,8:00,,8:00,21:00,13.0,,,1,1,0,0,NONE,52.40357143,73.4,54.0,0.12,445556,424559,345667,245776,43583044,40633641,32748433,23792024,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-02-19,4.0,peak,PRESIDENTS WEEK,0,0,1,peak,0,0,PRESIDENTS WEEK,82.87,63.59,73.23,0,1,0,,0,13%,9%,5%,1%,8%,6%,0%,2%,0%,5%,8%,3%,4%,20%,40%,0%,0%,4%,0%,40%,14%,5%,18:19,0,0,14.0,0,0,12.0,0,0,11.0,1,0,14.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,8:00,21:00,13.0,7:00,,2,1,0,0,NONE,53.73071429,73.5,54.1,0.11,445556,424559,345667,245776,43583044,40633641,32748433,23792024,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-02-20,16.666666666666668,regular,PRESIDENTS WEEK,2,4,0,regular,0,0,PRESIDENTS WEEK,85.49,67.85,76.67,1,0,0,,0,83%,81%,92%,97%,85%,89%,99%,100%,100%,89%,89%,95%,95%,100%,97%,3%,17%,32%,100%,60%,89%,91%,18:20,0,0,13.0,0,1,14.0,0,0,11.0,0,0,12.5,9:00,22:00,13.0,,,9:00,21:00,12.0,,23:00,9:00,20:00,11.0,,,8:00,20:30,12.5,,,1,1,1,1,NONE,53.18142857,73.7,54.3,0.12,445556,424559,345667,245776,43583044,40633641,32748433,23792024,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-02-23,37.0,regular,PRESIDENTS WEEK,5,4,0,regular,0,1,PRESIDENTS WEEK,82.8,65.54,74.17,0,0,0,,0,87%,82%,94%,81%,86%,86%,95%,100%,100%,88%,90%,90%,100%,97%,100%,3%,17%,52%,100%,60%,97%,85%,18:22,1,0,15.0,0,0,12.0,0,0,11.0,0,0,12.5,9:00,23:00,14.0,8:00,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,8:00,20:30,12.5,,,1,1,0,0,NONE,61.81571429,74.1,54.6,0.12,445556,424559,345667,245776,43583044,40633641,32748433,23792024,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-02-24,34.75,regular,PRESIDENTS WEEK,6,4,0,regular,0,1,PRESIDENTS WEEK,83.25,64.42,73.84,0,0,0,,0,87%,82%,94%,81%,86%,86%,95%,100%,100%,88%,90%,90%,100%,97%,100%,3%,17%,52%,100%,60%,97%,85%,18:23,0,0,15.0,0,0,12.0,0,0,12.0,1,0,14.0,8:00,23:00,15.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,8:00,21:00,13.0,7:00,,1,1,0,0,NONE,60.11785714,74.2,54.8,0.11,445556,424559,345667,245776,43583044,40633641,32748433,23792024,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-02-25,40.5,regular,PRESIDENTS WEEK,7,0,0,regular,0,1,PRESIDENTS WEEK,85.03,65.11,75.07,0,0,0,,0,94%,96%,94%,99%,95%,97%,99%,100%,90%,97%,97%,99%,95%,100%,63%,100%,100%,96%,100%,100%,100%,100%,18:23,0,0,12.0,0,0,12.0,1,0,12.0,0,0,11.5,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,8:00,,9:00,20:30,11.5,,,1,1,0,0,NONE,58.58285714,74.4,54.9,0.12,445556,424559,345667,242776,43583044,40633641,32748433,23771024,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
